x, y
2.139377089734566, 0.26344632900321263
4.240845353904667, 0.016256561514808577
7.398852308181219, 0.03338112862099559
9.477100001761189, 0.13761782182831384
10.545249366913458, 0.28354912733424303
14.771405686342284, 0.0021101256575935473
11.602949904026007, 0.6060925982800983
15.77918226951157, 0.5233735155610155
3.1866284090566257, 0.5340205262080263
-0.0033710899373933486, 0.15398766935132596
5.286238731368941, 0.9189509111384112
6.318164661181877, 0.9025708947583949
8.453534225682153, 0.9576077472958577
12.642538723468881, 0.9451589373464374
13.69489733670838, 0.851465248651528
18.94647776382478, 0.769565166751446
16.851975904682174, 0.5520385442260443
17.91455261351336, 0.4852080474028717
20.019271398995382, 0.16088372307854729
1.0665841122683646, 0.7420467342342342
